nan,-8.850000000000000000e+01,-9.700000000000000000e+01,-9.400000000000000000e+01,-8.400000000000000000e+01,-9.700000000000000000e+01
-8.825000000000000000e+01,-8.585714285714286120e+01,-8.700000000000000000e+01,-8.566666666666667140e+01,-8.350000000000000000e+01,-9.200000000000000000e+01
-9.250000000000000000e+01,-8.650000000000000000e+01,-7.679999999999999716e+01,-7.388888888888888573e+01,-7.562500000000000000e+01,-9.128571428571429180e+01
-8.220000000000000284e+01,-7.357142857142856940e+01,-7.229999999999999716e+01,-7.866666666666667140e+01,-8.612500000000000000e+01,-9.175000000000000000e+01
-9.079999999999999716e+01,nan,-8.459999999999999432e+01,-8.733333333333332860e+01,-8.512500000000000000e+01,-7.570000000000000284e+01
-8.679999999999999716e+01,-8.871428571428570820e+01,-8.528571428571429180e+01,-8.657142857142856940e+01,-7.871428571428570820e+01,-8.200000000000000000e+01
